# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,technology,year,share.weight
Mexico,regional forest,domestic forest,domestic forest,2010,1
Middle East,regional forest,domestic forest,domestic forest,2010,1
Pakistan,regional forest,domestic forest,domestic forest,2010,1
Russia,regional forest,domestic forest,domestic forest,2010,1
South Africa,regional forest,domestic forest,domestic forest,2010,1
South America_Northern,regional forest,domestic forest,domestic forest,2010,1
South America_Southern,regional forest,domestic forest,domestic forest,2010,1
South Asia,regional forest,domestic forest,domestic forest,2010,1
South Korea,regional forest,domestic forest,domestic forest,2010,1
Southeast Asia,regional forest,domestic forest,domestic forest,2010,1
Taiwan,regional forest,domestic forest,domestic forest,2010,1
Argentina,regional forest,domestic forest,domestic forest,2010,1
Colombia,regional forest,domestic forest,domestic forest,2010,1
USA,regional forest,domestic forest,domestic forest,2015,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2015,1
Africa_Northern,regional forest,domestic forest,domestic forest,2015,1
Africa_Southern,regional forest,domestic forest,domestic forest,2015,1
Africa_Western,regional forest,domestic forest,domestic forest,2015,1
Australia_NZ,regional forest,domestic forest,domestic forest,2015,1
Brazil,regional forest,domestic forest,domestic forest,2015,1
Canada,regional forest,domestic forest,domestic forest,2015,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2015,1
Central Asia,regional forest,domestic forest,domestic forest,2015,1
China,regional forest,domestic forest,domestic forest,2015,1
EU-12,regional forest,domestic forest,domestic forest,2015,1
EU-15,regional forest,domestic forest,domestic forest,2015,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2015,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2015,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2015,1
India,regional forest,domestic forest,domestic forest,2015,1
Indonesia,regional forest,domestic forest,domestic forest,2015,1
Japan,regional forest,domestic forest,domestic forest,2015,1
Mexico,regional forest,domestic forest,domestic forest,2015,1
Middle East,regional forest,domestic forest,domestic forest,2015,1
Pakistan,regional forest,domestic forest,domestic forest,2015,1
Russia,regional forest,domestic forest,domestic forest,2015,1
South Africa,regional forest,domestic forest,domestic forest,2015,1
South America_Northern,regional forest,domestic forest,domestic forest,2015,1
South America_Southern,regional forest,domestic forest,domestic forest,2015,1
South Asia,regional forest,domestic forest,domestic forest,2015,1
South Korea,regional forest,domestic forest,domestic forest,2015,1
Southeast Asia,regional forest,domestic forest,domestic forest,2015,1
Taiwan,regional forest,domestic forest,domestic forest,2015,1
Argentina,regional forest,domestic forest,domestic forest,2015,1
Colombia,regional forest,domestic forest,domestic forest,2015,1
USA,regional forest,domestic forest,domestic forest,2020,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2020,1
Africa_Northern,regional forest,domestic forest,domestic forest,2020,1
Africa_Southern,regional forest,domestic forest,domestic forest,2020,1
Africa_Western,regional forest,domestic forest,domestic forest,2020,1
Australia_NZ,regional forest,domestic forest,domestic forest,2020,1
Brazil,regional forest,domestic forest,domestic forest,2020,1
Canada,regional forest,domestic forest,domestic forest,2020,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2020,1
Central Asia,regional forest,domestic forest,domestic forest,2020,1
China,regional forest,domestic forest,domestic forest,2020,1
EU-12,regional forest,domestic forest,domestic forest,2020,1
EU-15,regional forest,domestic forest,domestic forest,2020,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2020,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2020,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2020,1
India,regional forest,domestic forest,domestic forest,2020,1
Indonesia,regional forest,domestic forest,domestic forest,2020,1
Japan,regional forest,domestic forest,domestic forest,2020,1
Mexico,regional forest,domestic forest,domestic forest,2020,1
Middle East,regional forest,domestic forest,domestic forest,2020,1
Pakistan,regional forest,domestic forest,domestic forest,2020,1
Russia,regional forest,domestic forest,domestic forest,2020,1
South Africa,regional forest,domestic forest,domestic forest,2020,1
South America_Northern,regional forest,domestic forest,domestic forest,2020,1
South America_Southern,regional forest,domestic forest,domestic forest,2020,1
South Asia,regional forest,domestic forest,domestic forest,2020,1
South Korea,regional forest,domestic forest,domestic forest,2020,1
Southeast Asia,regional forest,domestic forest,domestic forest,2020,1
Taiwan,regional forest,domestic forest,domestic forest,2020,1
Argentina,regional forest,domestic forest,domestic forest,2020,1
Colombia,regional forest,domestic forest,domestic forest,2020,1
USA,regional forest,domestic forest,domestic forest,2025,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2025,1
Africa_Northern,regional forest,domestic forest,domestic forest,2025,1
Africa_Southern,regional forest,domestic forest,domestic forest,2025,1
Africa_Western,regional forest,domestic forest,domestic forest,2025,1
Australia_NZ,regional forest,domestic forest,domestic forest,2025,1
Brazil,regional forest,domestic forest,domestic forest,2025,1
Canada,regional forest,domestic forest,domestic forest,2025,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2025,1
Central Asia,regional forest,domestic forest,domestic forest,2025,1
China,regional forest,domestic forest,domestic forest,2025,1
EU-12,regional forest,domestic forest,domestic forest,2025,1
EU-15,regional forest,domestic forest,domestic forest,2025,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2025,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2025,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2025,1
India,regional forest,domestic forest,domestic forest,2025,1
Indonesia,regional forest,domestic forest,domestic forest,2025,1
Japan,regional forest,domestic forest,domestic forest,2025,1
Mexico,regional forest,domestic forest,domestic forest,2025,1
Middle East,regional forest,domestic forest,domestic forest,2025,1
Pakistan,regional forest,domestic forest,domestic forest,2025,1
Russia,regional forest,domestic forest,domestic forest,2025,1
South Africa,regional forest,domestic forest,domestic forest,2025,1
South America_Northern,regional forest,domestic forest,domestic forest,2025,1
South America_Southern,regional forest,domestic forest,domestic forest,2025,1
South Asia,regional forest,domestic forest,domestic forest,2025,1
South Korea,regional forest,domestic forest,domestic forest,2025,1
Southeast Asia,regional forest,domestic forest,domestic forest,2025,1
Taiwan,regional forest,domestic forest,domestic forest,2025,1
Argentina,regional forest,domestic forest,domestic forest,2025,1
Colombia,regional forest,domestic forest,domestic forest,2025,1
USA,regional forest,domestic forest,domestic forest,2030,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2030,1
Africa_Northern,regional forest,domestic forest,domestic forest,2030,1
Africa_Southern,regional forest,domestic forest,domestic forest,2030,1
Africa_Western,regional forest,domestic forest,domestic forest,2030,1
Australia_NZ,regional forest,domestic forest,domestic forest,2030,1
Brazil,regional forest,domestic forest,domestic forest,2030,1
Canada,regional forest,domestic forest,domestic forest,2030,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2030,1
Central Asia,regional forest,domestic forest,domestic forest,2030,1
China,regional forest,domestic forest,domestic forest,2030,1
EU-12,regional forest,domestic forest,domestic forest,2030,1
EU-15,regional forest,domestic forest,domestic forest,2030,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2030,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2030,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2030,1
India,regional forest,domestic forest,domestic forest,2030,1
Indonesia,regional forest,domestic forest,domestic forest,2030,1
Japan,regional forest,domestic forest,domestic forest,2030,1
Mexico,regional forest,domestic forest,domestic forest,2030,1
Middle East,regional forest,domestic forest,domestic forest,2030,1
Pakistan,regional forest,domestic forest,domestic forest,2030,1
Russia,regional forest,domestic forest,domestic forest,2030,1
South Africa,regional forest,domestic forest,domestic forest,2030,1
South America_Northern,regional forest,domestic forest,domestic forest,2030,1
South America_Southern,regional forest,domestic forest,domestic forest,2030,1
South Asia,regional forest,domestic forest,domestic forest,2030,1
South Korea,regional forest,domestic forest,domestic forest,2030,1
Southeast Asia,regional forest,domestic forest,domestic forest,2030,1
Taiwan,regional forest,domestic forest,domestic forest,2030,1
Argentina,regional forest,domestic forest,domestic forest,2030,1
Colombia,regional forest,domestic forest,domestic forest,2030,1
USA,regional forest,domestic forest,domestic forest,2035,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2035,1
Africa_Northern,regional forest,domestic forest,domestic forest,2035,1
Africa_Southern,regional forest,domestic forest,domestic forest,2035,1
Africa_Western,regional forest,domestic forest,domestic forest,2035,1
Australia_NZ,regional forest,domestic forest,domestic forest,2035,1
Brazil,regional forest,domestic forest,domestic forest,2035,1
Canada,regional forest,domestic forest,domestic forest,2035,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2035,1
Central Asia,regional forest,domestic forest,domestic forest,2035,1
China,regional forest,domestic forest,domestic forest,2035,1
EU-12,regional forest,domestic forest,domestic forest,2035,1
EU-15,regional forest,domestic forest,domestic forest,2035,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2035,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2035,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2035,1
India,regional forest,domestic forest,domestic forest,2035,1
Indonesia,regional forest,domestic forest,domestic forest,2035,1
Japan,regional forest,domestic forest,domestic forest,2035,1
Mexico,regional forest,domestic forest,domestic forest,2035,1
Middle East,regional forest,domestic forest,domestic forest,2035,1
Pakistan,regional forest,domestic forest,domestic forest,2035,1
Russia,regional forest,domestic forest,domestic forest,2035,1
South Africa,regional forest,domestic forest,domestic forest,2035,1
South America_Northern,regional forest,domestic forest,domestic forest,2035,1
South America_Southern,regional forest,domestic forest,domestic forest,2035,1
South Asia,regional forest,domestic forest,domestic forest,2035,1
South Korea,regional forest,domestic forest,domestic forest,2035,1
Southeast Asia,regional forest,domestic forest,domestic forest,2035,1
Taiwan,regional forest,domestic forest,domestic forest,2035,1
Argentina,regional forest,domestic forest,domestic forest,2035,1
Colombia,regional forest,domestic forest,domestic forest,2035,1
USA,regional forest,domestic forest,domestic forest,2040,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2040,1
Africa_Northern,regional forest,domestic forest,domestic forest,2040,1
Africa_Southern,regional forest,domestic forest,domestic forest,2040,1
Africa_Western,regional forest,domestic forest,domestic forest,2040,1
Australia_NZ,regional forest,domestic forest,domestic forest,2040,1
Brazil,regional forest,domestic forest,domestic forest,2040,1
Canada,regional forest,domestic forest,domestic forest,2040,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2040,1
Central Asia,regional forest,domestic forest,domestic forest,2040,1
China,regional forest,domestic forest,domestic forest,2040,1
EU-12,regional forest,domestic forest,domestic forest,2040,1
EU-15,regional forest,domestic forest,domestic forest,2040,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2040,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2040,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2040,1
India,regional forest,domestic forest,domestic forest,2040,1
Indonesia,regional forest,domestic forest,domestic forest,2040,1
Japan,regional forest,domestic forest,domestic forest,2040,1
Mexico,regional forest,domestic forest,domestic forest,2040,1
Middle East,regional forest,domestic forest,domestic forest,2040,1
Pakistan,regional forest,domestic forest,domestic forest,2040,1
Russia,regional forest,domestic forest,domestic forest,2040,1
South Africa,regional forest,domestic forest,domestic forest,2040,1
South America_Northern,regional forest,domestic forest,domestic forest,2040,1
South America_Southern,regional forest,domestic forest,domestic forest,2040,1
South Asia,regional forest,domestic forest,domestic forest,2040,1
South Korea,regional forest,domestic forest,domestic forest,2040,1
Southeast Asia,regional forest,domestic forest,domestic forest,2040,1
Taiwan,regional forest,domestic forest,domestic forest,2040,1
Argentina,regional forest,domestic forest,domestic forest,2040,1
Colombia,regional forest,domestic forest,domestic forest,2040,1
USA,regional forest,domestic forest,domestic forest,2045,1
Africa_Eastern,regional forest,domestic forest,domestic forest,2045,1
Africa_Northern,regional forest,domestic forest,domestic forest,2045,1
Africa_Southern,regional forest,domestic forest,domestic forest,2045,1
Africa_Western,regional forest,domestic forest,domestic forest,2045,1
Australia_NZ,regional forest,domestic forest,domestic forest,2045,1
Brazil,regional forest,domestic forest,domestic forest,2045,1
Canada,regional forest,domestic forest,domestic forest,2045,1
Central America and Caribbean,regional forest,domestic forest,domestic forest,2045,1
Central Asia,regional forest,domestic forest,domestic forest,2045,1
China,regional forest,domestic forest,domestic forest,2045,1
EU-12,regional forest,domestic forest,domestic forest,2045,1
EU-15,regional forest,domestic forest,domestic forest,2045,1
Europe_Eastern,regional forest,domestic forest,domestic forest,2045,1
Europe_Non_EU,regional forest,domestic forest,domestic forest,2045,1
European Free Trade Association,regional forest,domestic forest,domestic forest,2045,1
India,regional forest,domestic forest,domestic forest,2045,1
Indonesia,regional forest,domestic forest,domestic forest,2045,1
Japan,regional forest,domestic forest,domestic forest,2045,1
Mexico,regional forest,domestic forest,domestic forest,2045,1
Middle East,regional forest,domestic forest,domestic forest,2045,1
Pakistan,regional forest,domestic forest,domestic forest,2045,1
Russia,regional forest,domestic forest,domestic forest,2045,1
South Africa,regional forest,domestic forest,domestic forest,2045,1
South America_Northern,regional forest,domestic forest,domestic forest,2045,1
South America_Southern,regional forest,domestic forest,domestic forest,2045,1
South Asia,regional forest,domestic forest,domestic forest,2045,1
South Korea,regional forest,domestic forest,domestic forest,2045,1
Southeast Asia,regional forest,domestic forest,domestic forest,2045,1
