# Exogenous cost to reflect shipping + handling of traded commodities
region,supplysector,subsector,technology,year,minicam.non.energy.input,input.cost
USA,traded pork,Canada traded pork,Canada traded pork,2020,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2020,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2020,trade costs,0
USA,traded pork,China traded pork,China traded pork,2020,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2020,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2020,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2020,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2020,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2020,trade costs,0
USA,traded pork,India traded pork,India traded pork,2020,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2020,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2020,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2020,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2020,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2020,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2020,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2020,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2020,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2020,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2020,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2020,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2020,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2020,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2020,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2020,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2025,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2025,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2025,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2025,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2025,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2025,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2025,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2025,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2025,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2025,trade costs,0
USA,traded pork,China traded pork,China traded pork,2025,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2025,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2025,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2025,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2025,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2025,trade costs,0
USA,traded pork,India traded pork,India traded pork,2025,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2025,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2025,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2025,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2025,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2025,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2025,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2025,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2025,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2025,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2025,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2025,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2025,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2025,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2025,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2025,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2030,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2030,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2030,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2030,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2030,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2030,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2030,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2030,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2030,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2030,trade costs,0
USA,traded pork,China traded pork,China traded pork,2030,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2030,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2030,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2030,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2030,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2030,trade costs,0
USA,traded pork,India traded pork,India traded pork,2030,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2030,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2030,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2030,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2030,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2030,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2030,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2030,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2030,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2030,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2030,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2030,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2030,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2030,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2030,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2030,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2035,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2035,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2035,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2035,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2035,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2035,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2035,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2035,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2035,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2035,trade costs,0
USA,traded pork,China traded pork,China traded pork,2035,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2035,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2035,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2035,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2035,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2035,trade costs,0
USA,traded pork,India traded pork,India traded pork,2035,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2035,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2035,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2035,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2035,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2035,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2035,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2035,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2035,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2035,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2035,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2035,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2035,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2035,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2035,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2035,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2040,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2040,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2040,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2040,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2040,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2040,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2040,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2040,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2040,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2040,trade costs,0
USA,traded pork,China traded pork,China traded pork,2040,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2040,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2040,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2040,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2040,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2040,trade costs,0
USA,traded pork,India traded pork,India traded pork,2040,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2040,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2040,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2040,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2040,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2040,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2040,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2040,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2040,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2040,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2040,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2040,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2040,trade costs,0
USA,traded pork,Taiwan traded pork,Taiwan traded pork,2040,trade costs,0
USA,traded pork,Argentina traded pork,Argentina traded pork,2040,trade costs,0
USA,traded pork,Colombia traded pork,Colombia traded pork,2040,trade costs,0
USA,traded pork,USA traded pork,USA traded pork,2045,trade costs,0
USA,traded pork,Africa_Eastern traded pork,Africa_Eastern traded pork,2045,trade costs,0
USA,traded pork,Africa_Northern traded pork,Africa_Northern traded pork,2045,trade costs,0
USA,traded pork,Africa_Southern traded pork,Africa_Southern traded pork,2045,trade costs,0
USA,traded pork,Africa_Western traded pork,Africa_Western traded pork,2045,trade costs,0
USA,traded pork,Australia_NZ traded pork,Australia_NZ traded pork,2045,trade costs,0
USA,traded pork,Brazil traded pork,Brazil traded pork,2045,trade costs,0
USA,traded pork,Canada traded pork,Canada traded pork,2045,trade costs,0
USA,traded pork,Central America and Caribbean traded pork,Central America and Caribbean traded pork,2045,trade costs,0
USA,traded pork,Central Asia traded pork,Central Asia traded pork,2045,trade costs,0
USA,traded pork,China traded pork,China traded pork,2045,trade costs,0
USA,traded pork,EU-12 traded pork,EU-12 traded pork,2045,trade costs,0
USA,traded pork,EU-15 traded pork,EU-15 traded pork,2045,trade costs,0
USA,traded pork,Europe_Eastern traded pork,Europe_Eastern traded pork,2045,trade costs,0
USA,traded pork,Europe_Non_EU traded pork,Europe_Non_EU traded pork,2045,trade costs,0
USA,traded pork,European Free Trade Association traded pork,European Free Trade Association traded pork,2045,trade costs,0
USA,traded pork,India traded pork,India traded pork,2045,trade costs,0
USA,traded pork,Indonesia traded pork,Indonesia traded pork,2045,trade costs,0
USA,traded pork,Japan traded pork,Japan traded pork,2045,trade costs,0
USA,traded pork,Mexico traded pork,Mexico traded pork,2045,trade costs,0
USA,traded pork,Middle East traded pork,Middle East traded pork,2045,trade costs,0
USA,traded pork,Pakistan traded pork,Pakistan traded pork,2045,trade costs,0
USA,traded pork,Russia traded pork,Russia traded pork,2045,trade costs,0
USA,traded pork,South Africa traded pork,South Africa traded pork,2045,trade costs,0
USA,traded pork,South America_Northern traded pork,South America_Northern traded pork,2045,trade costs,0
USA,traded pork,South America_Southern traded pork,South America_Southern traded pork,2045,trade costs,0
USA,traded pork,South Asia traded pork,South Asia traded pork,2045,trade costs,0
USA,traded pork,South Korea traded pork,South Korea traded pork,2045,trade costs,0
USA,traded pork,Southeast Asia traded pork,Southeast Asia traded pork,2045,trade costs,0
